date,close
2019-01-25,1.0
2019-01-28,1.0069908814589668
2019-01-29,0.9617021276595745
2019-01-30,0.9805471124620061
2019-01-31,1.0200607902735563
2019-02-01,1.0088145896656535
2019-02-04,1.03161094224924
2019-02-05,1.0446808510638297
2019-02-06,1.0382978723404255
2019-02-07,0.9361702127659575
2019-02-08,0.9121580547112463
2019-02-11,0.9188449848024317
2019-02-12,0.9237082066869301
2019-02-13,0.9458966565349545
2019-02-14,0.941033434650456
2019-02-15,0.9492401215805472
2019-02-19,0.9620060790273556
2019-02-20,0.9534954407294833
2019-02-21,0.9349544072948329
2019-02-22,0.9638297872340427
2019-02-25,0.9723404255319149
2019-02-26,0.9425531914893618
2019-02-27,0.9243161094224924
2019-02-28,0.9355623100303952
2019-03-01,0.9306990881458967
2019-03-04,0.9270516717325228
2019-03-05,0.9431610942249241
2019-03-06,0.9361702127659575
2019-03-07,0.915501519756839
2019-03-08,0.9130699088145897
2019-03-11,0.9382978723404256
2019-03-12,0.9471124620060791
2019-03-13,0.9513677811550153
2019-03-14,0.9431610942249241
2019-03-15,0.948936170212766
2019-03-18,0.9446808510638298
2019-03-19,0.9504559270516718
2019-03-20,0.9899696048632219
2019-03-21,0.9911854103343465
2019-03-22,1.003647416413374
2019-03-25,0.9905775075987844
2019-03-26,1.0048632218844986
2019-03-27,0.9811550151975684
2019-03-28,0.9990881458966565
2019-03-29,0.9993920972644378
2019-04-01,1.0164133738601824
2019-04-02,1.0258358662613982
2019-04-03,1.044984802431611
2019-04-04,1.0462006079027357
2019-04-05,1.0553191489361702
2019-04-08,1.0595744680851065
2019-04-09,1.0680851063829788
2019-04-10,1.0562310030395137
2019-04-11,1.0510638297872341
2019-04-12,1.0446808510638297
2019-04-15,1.0550151975683892
2019-04-16,1.0474164133738602
2019-04-17,1.0480243161094225
2019-04-18,1.0455927051671732
2019-04-22,1.0452887537993922
2019-04-23,1.2088145896656537
2019-04-24,1.194224924012158
2019-04-25,1.1696048632218845
2019-04-26,1.1753799392097266
2019-04-29,1.2091185410334346
2019-04-30,1.2130699088145895
2019-05-01,1.194224924012158
2019-05-02,1.2142857142857144
2019-05-03,1.2401215805471124
2019-05-06,1.2227963525835865
2019-05-07,1.1738601823708206
2019-05-08,1.1726443768996961
2019-05-09,1.1790273556231003
2019-05-10,1.1686930091185412
2019-05-13,1.1121580547112464
2019-05-14,1.1224924012158055
2019-05-15,1.1519756838905775
2019-05-16,1.1641337386018236
2019-05-17,1.1398176291793314
2019-05-20,1.1291793313069909
2019-05-21,1.138905775075988
2019-05-22,1.1726443768996961
2019-05-23,1.1303951367781155
2019-05-24,1.137082066869301
2019-05-28,1.1334346504559272
2019-05-29,1.1200607902735564
2019-05-30,1.1288753799392097
2019-05-31,1.107598784194529
2019-06-03,1.0465045592705167
2019-06-04,1.0972644376899696
2019-06-05,1.1042553191489362
2019-06-06,1.1121580547112464
2019-06-07,1.152887537993921
2019-06-10,1.1440729483282674
2019-06-11,1.1310030395136779
2019-06-12,1.1395136778115502
2019-06-13,1.1045592705167175
2019-06-14,1.0987841945288754
2019-06-17,1.107598784194529
2019-06-18,1.1139817629179332
2019-06-19,1.1030395136778115
2019-06-20,1.0772036474164133
2019-06-21,1.064437689969605
2019-06-24,1.0814589665653496
2019-06-25,1.0553191489361702
2019-06-26,1.070516717325228
2019-06-27,1.0562310030395137
2019-06-28,1.060790273556231
2019-07-01,1.0966565349544073
2019-07-02,1.1009118541033436
2019-07-03,1.0948328267477205
2019-07-05,1.101823708206687
2019-07-08,1.1079027355623101
2019-07-09,1.1443768996960486
2019-07-10,1.138905775075988
2019-07-11,1.1310030395136779
2019-07-12,1.1501519756838907
2019-07-15,1.1756838905775076
2019-07-16,1.154711246200608
2019-07-17,1.1458966565349546
2019-07-18,1.1446808510638298
2019-07-19,1.1176291793313071
2019-07-22,1.1422492401215805
2019-07-23,1.1519756838905775
2019-07-24,1.1772036474164134
